"Genotype","Average.halting.duration","Estimated.distance.moved","Estimated.duration.halting","Estimated.duration.halting..duration...180.","Estimated.duration.halting..180....duration...1500.","Estimated.duration.halting..duration....1500.","Estimated.duration.moving","Estimated.duration.moving..duration...10.","Estimated.duration.moving..10....duration...50.","Estimated.duration.moving..duration....50.","Estimated.duration.moving..velocity...0.2.","Estimated.duration.moving..0.2....velocity...0.4.","Estimated.duration.moving..velocity....0.4.","Halt.frequency","Halt.frequency..duration...180.","Halt.frequency..180....duration...1500.","Halt.frequency..duration....1500.","Movement.frequency","Movement.frequency..duration...10.","Movement.frequency..10....duration...50.","Movement.frequency..duration....50.","Movement.frequency..velocity...0.2.","Movement.frequency..0.2....velocity...0.4.","Movement.frequency..velocity....0.4.","Ratio.halting.to.detection.duration","Ratio.movement.to.detection.duration","Ratio.movement.to.halting.duration"
"341",197.96,50.55,4553.36,904.47,1221.5,2427.39,546.84,38.2,316.82,191.82,546.84,0,0,23,20,2,1,22,8,11,3,22,0,0,0.89,0.11,0.12
"49",5099.8,0,5100.2,0,0,5100.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"49",66.04,155.22,3645.98,1583.86,2062.12,0,1434.59,80.77,651.05,702.78,1434.59,0,0,55.21,52.14,3.07,0,55.21,18.4,28.63,8.18,55.21,0,0,0.71,0.28,0.39
"49",231.83,15.8,4868.78,431.83,4436.95,0,231.42,42.4,127.61,61.4,231.42,0,0,21,15,6,0,20,11,8,1,20,0,0,0.95,0.05,0.05
"49",79.22,139.62,4078.38,1326.89,2751.5,0,1021.82,86.62,522.52,412.68,930.15,91.66,0,51.48,48.46,3.03,0,48.46,24.23,19.18,5.05,46.44,2.02,0,0.8,0.2,0.25
"49",162.87,143.91,4072.12,786.46,1701.53,1584.12,1028.08,38.8,287.22,702.06,904.67,123.41,0,25,22,2,1,25,7,11,7,24,1,0,0.8,0.2,0.25
"49",167.18,56.1,4514.15,1099.89,0,3414.27,586.05,68.41,178.61,339.03,586.05,0,0,27,26,0,1,26,13,9,4,26,0,0,0.89,0.11,0.13
"103",182.11,110.42,4188.93,704.66,3484.27,0,911.27,26.6,330.43,554.24,911.27,0,0,23,19,4,0,22,4,12,6,22,0,0,0.82,0.18,0.22
"103",136.04,143.79,4217.53,856.47,3361.06,0,882.67,61,410.43,411.23,682.05,200.62,0,31,27,4,0,31,13,15,3,29,2,0,0.83,0.17,0.21
"103",328.28,15.01,4924.59,481.64,0,4442.95,175.61,45.8,129.81,0,175.61,0,0,15,13,0,2,14,9,5,0,14,0,0,0.97,0.03,0.04
"103",237.78,24.63,4755.97,669.65,1789.54,2296.78,343.83,53.2,135.81,154.81,343.83,0,0,20,15,4,1,19,11,5,3,19,0,0,0.93,0.07,0.07
"103",1005.48,5.88,5027.79,202.02,0,4825.78,72.41,7,65.41,0,72.41,0,0,5,4,0,1,4,1,3,0,4,0,0,0.99,0.01,0.01
"103",266.59,25.85,4798.98,425.03,1592.92,2781.02,300.62,43,257.62,0,300.62,0,0,18,15,2,1,17,8,9,0,17,0,0,0.94,0.06,0.06
"315",117.78,41.07,4593.96,1388.71,3205.25,0,506.24,112.61,393.63,0,506.24,0,0,39,34,5,0,38,20,18,0,38,0,0,0.9,0.1,0.11
"315",713.23,11.93,4992.99,121.81,254.42,4616.76,107.21,10.6,96.61,0,107.21,0,0,7,5,1,1,6,2,4,0,6,0,0,0.98,0.02,0.02
"315",112.6,68.51,4279.14,1059.68,3219.45,0,621.85,89.21,213.42,319.23,621.85,0,0,38,35,3,0,36,22,10,4,36,0,0,0.84,0.12,0.15
"315",344.81,23.32,4827.78,160.41,1625.13,3042.24,272.42,29.6,128.01,114.81,272.42,0,0,14,9,4,1,13,7,4,2,13,0,0,0.95,0.05,0.06
"315",327.81,14.74,4917.59,722.46,507.64,3687.49,182.21,42.2,140.01,0,182.21,0,0,15,11,2,2,14,9,5,0,14,0,0,0.96,0.04,0.04
"315",97.54,201.99,3804.3,1202.29,2602,0,1295.9,68.61,382.83,844.47,871.67,424.23,0,39,34,5,0,38,12,18,8,35,3,0,0.75,0.25,0.34
"13",242.89,42.59,4615.36,526.84,2505.6,1582.92,484.84,28.2,178.21,278.42,484.84,0,0,19,14,4,1,18,6,9,3,18,0,0,0.9,0.1,0.11
"13",153.71,123.38,4311.58,1118.62,638.75,2554.21,788.22,27.85,514.73,245.64,636.95,151.27,0,28.05,25.05,2,1,26.05,4.01,18.03,4.01,22.04,4.01,0,0.85,0.15,0.18
"13",86.4,74.15,4412.8,1002.45,3410.35,0,687,161.83,230.13,295.03,654.15,32.85,0,51.07,44.06,7.01,0,51.07,34.05,13.02,4.01,48.07,3,0,0.87,0.13,0.16
"13",547.6,18.87,4928.79,238.22,2919.03,1771.54,171.41,29.6,11.4,130.41,171.41,0,0,9,5,3,1,8,6,1,1,8,0,0,0.97,0.03,0.03
"13",501.5,6.44,5015.39,191.42,815.46,4008.51,84.81,26.6,58.2,0,84.81,0,0,10,6,2,2,9,6,3,0,9,0,0,0.98,0.02,0.02
"13",291.06,35.68,4718.43,438.71,2214.02,2065.69,381.77,33.23,203.04,145.49,381.77,0,0,16.21,12.16,3.04,1.01,16.21,7.09,7.09,2.03,16.21,0,0,0.93,0.07,0.08
"192",554.4,8.23,4989.99,408.83,1150.49,3430.67,110.21,20,90.21,0,110.21,0,0,9,7,1,1,8,4,4,0,8,0,0,0.98,0.02,0.02
"192",49.84,370.01,2874.99,1100.36,1774.63,0,2225.21,70.44,583.58,1571.19,1437.59,787.62,0,57.69,55.67,2.02,0,55.67,13.16,25.3,17.21,47.57,8.1,0,0.56,0.44,0.77
"192",342.67,27.29,4797.78,469.44,2399.79,1928.55,302.22,29.6,116.21,156.41,302.22,0,0,14,11,2,1,13,7,4,2,13,0,0,0.94,0.06,0.06
"192",26.41,1305.5,924.27,924.27,0,0,4175.73,42.2,379.03,3754.49,614.05,2591.4,970.28,35,35,0,0,36,7,17,12,25,6,5,0.18,0.82,4.52
"192",149.46,28.27,4782.98,829.07,2204.17,1749.74,316.82,95.21,162.41,59.2,316.82,0,0,32,27,4,1,31,21,9,1,31,0,0,0.94,0.06,0.07
"192",119.72,194.84,4104.72,672.39,0,3432.33,879.71,53.85,560.26,265.61,269.44,610.27,0,34.29,33.28,0,1.01,32.27,8.07,20.17,4.03,17.14,15.13,0,0.8,0.17,0.21
"192",34.11,573.29,2633.83,1394.03,1239.8,0,2465.97,114.31,654.4,1697.26,1344.69,737.02,384.25,77.21,74.2,3.01,0,79.22,23.06,33.09,23.06,56.15,17.05,6.02,0.52,0.48,0.94
"192",192.49,58.21,4620.16,1047.88,1058.08,2514.2,480.04,47.6,338.43,94.01,386.03,94.01,0,24,20,3,1,24,8,15,1,23,1,0,0.91,0.09,0.1
"313",2543.6,0.97,5087.6,95.81,0,4991.79,12.6,0,12.6,0,12.6,0,0,2,1,0,1,1,0,1,0,1,0,0,1,0,0
"313",40.4,788.21,1696.73,1177.69,519.04,0,3403.47,38.4,472.64,2892.43,1631.53,1771.94,0,42,41,1,0,43,10,16,17,36,7,0,0.33,0.67,2.01
"313",364.65,35.27,4740.77,252.22,4488.55,0,359.03,18.8,177.81,162.41,359.03,0,0,13,8,5,0,12,4,6,2,12,0,0,0.93,0.07,0.08
"313",198.19,53.71,4558.76,534.24,976.08,3048.44,541.04,27.8,278.42,234.82,541.04,0,0,23,18,3,2,22,6,13,3,22,0,0,0.89,0.11,0.12
"313",1266.5,2.34,5066.4,0,1977.96,3088.44,33.8,3,30.8,0,33.8,0,0,4,0,3,1,3,1,2,0,3,0,0,0.99,0.01,0.01
"313",839.1,7.89,5034.99,34.2,342.03,4658.77,65.21,13,52.2,0,65.21,0,0,6,3,1,2,5,3,2,0,5,0,0,0.99,0.01,0.01
"267",201.95,59.45,4454.53,566.47,1809.88,2078.18,645.67,23.86,279.52,342.29,645.67,0,0,22.06,17.04,4.01,1,22.06,6.02,12.03,4.01,22.06,0,0,0.87,0.13,0.14
"267",100.1,76.71,4204.53,2000.76,2203.77,0,895.27,62.6,573.24,259.42,895.27,0,0,42,36,6,0,41,13,24,4,41,0,0,0.82,0.18,0.21
"267",122.32,72.78,4403.75,882.67,1346.51,2174.57,696.05,70.81,442.43,182.81,696.05,0,0,36,31,4,1,35,14,18,3,35,0,0,0.86,0.14,0.16
"267",324.45,19.67,4867.18,517.64,2608.2,1741.34,232.62,25.6,143.21,63.81,232.62,0,0,15,10,4,1,14,6,7,1,14,0,0,0.95,0.05,0.05
"267",70.16,208.85,3285.53,753.58,2531.95,0,1579.74,33.56,618.16,928.02,1579.74,0,0,46.83,44.88,1.95,0,44.88,7.81,25.37,11.71,44.88,0,0,0.64,0.31,0.48
"267",199.41,57.6,4586.76,1078.28,1939.75,1568.72,513.44,50.4,149.41,313.62,513.44,0,0,23,20,2,1,22,11,6,5,22,0,0,0.9,0.1,0.11
"294",79.71,139.2,3905.91,1931.15,278.22,1696.53,1194.29,68.41,566.64,559.24,1194.29,0,0,49,47,1,1,48,15,24,9,48,0,0,0.77,0.23,0.31
"294",442.25,25.35,4865.18,243.22,2617.01,2004.96,235.02,16.6,153.61,64.81,235.02,0,0,11,6,4,1,10,3,6,1,10,0,0,0.95,0.05,0.05
"294",1263.8,2.79,5055.6,33.6,0,5021.99,44.6,8.2,36.4,0,44.6,0,0,4,2,0,2,3,1,2,0,3,0,0,0.99,0.01,0.01
"294",185.15,166.49,4073.52,483.24,1872.95,1717.33,1026.68,29.2,172.81,824.66,792.06,234.62,0,22,18,3,1,21,7,5,9,18,3,0,0.8,0.2,0.25
"294",103.67,92.45,4147.13,1025.28,3121.84,0,953.07,61.6,572.04,319.43,953.07,0,0,40,35,5,0,40,14,21,5,40,0,0,0.81,0.19,0.23
"294",1260.8,3.28,5043.6,35.2,0,5008.39,39.6,5,34.6,0,39.6,0,0,4,2,0,2,2,1,1,0,2,0,0,0.99,0.01,0.01
"213",153.14,105.72,4288.14,1034.88,3253.26,0,812.06,62.4,266.82,482.84,812.06,0,0,28,23,5,0,27,11,10,6,27,0,0,0.84,0.16,0.19
"213",129.35,55.18,4527.56,637.65,2289.58,1600.33,572.64,55.6,447.24,69.81,572.64,0,0,35,29,5,1,34,15,18,1,34,0,0,0.89,0.11,0.13
"213",353.96,12.05,4955.79,642.65,4313.14,0,144.01,50.4,41.8,51.8,144.01,0,0,14,7,7,0,13,10,2,1,13,0,0,0.97,0.03,0.03
"213",99.56,96.91,4211.96,942.64,818.94,2450.38,887.84,59.63,549.79,278.42,887.84,0,0,42.31,38.28,3.02,1.01,41.3,12.09,25.18,4.03,41.3,0,0,0.83,0.17,0.21
"213",48.69,485.67,2775.42,1139.49,0,1635.93,2324.38,74.21,675.65,1574.52,894.87,1429.51,0,57,56,0,1,56,12,27,17,36,20,0,0.54,0.46,0.84
"213",218.59,48.7,4590.76,929.87,1476.32,2184.57,509.44,49.8,135.01,324.63,509.44,0,0,21,16,4,1,20,9,6,5,20,0,0,0.9,0.1,0.11
"136",85.83,129.44,4034.52,1071.48,2963.03,0,1065.68,72.41,703.06,290.22,1030.68,35,0,47,42,5,0,46,11,31,4,44,2,0,0.79,0.21,0.26
"136",250.75,30.2,4764.57,443.63,2584.6,1736.34,335.63,40.8,227.82,67.01,335.63,0,0,19,15,3,1,19,7,11,1,19,0,0,0.93,0.07,0.07
"136",135.72,77.06,4353.01,589.11,2200.4,1563.5,747.19,39.94,364.8,342.46,747.19,0,0,32.07,25.87,5.17,1.03,27.93,7.24,15.52,5.17,27.93,0,0,0.85,0.15,0.17
"136",137.94,138.26,4000.71,1014.48,2986.23,0,1099.49,58.6,236.02,804.86,1099.49,0,0,29,24,5,0,28,12,11,5,28,0,0,0.78,0.22,0.27
"136",62.68,237.15,3322.46,1867.55,1454.91,0,1777.74,68.41,624.05,1085.29,1527.72,250.02,0,53,50,3,0,53,12,26,15,48,5,0,0.65,0.35,0.54
"136",137.93,75.27,4413.95,1022.08,3391.87,0,685.85,64.61,298.22,323.03,685.85,0,0,32,25,7,0,31,15,12,4,31,0,0,0.87,0.13,0.16
"100",2520.8,4.18,5042,115.41,0,4926.59,58.2,0,0,58.2,58.2,0,0,2,1,0,1,1,0,0,1,1,0,0,0.99,0.01,0.01
"100",126.73,109.21,4055.52,1043.88,3011.64,0,1044.28,49.6,432.43,562.24,1044.28,0,0,32,27,5,0,33,9,18,6,33,0,0,0.8,0.2,0.26
"100",494.56,12.17,4945.99,339.43,296.62,4309.94,154.21,11.4,142.81,0,154.21,0,0,10,8,1,1,9,2,7,0,9,0,0,0.97,0.03,0.03
"100",124.23,106.21,4224.13,792.86,1072.08,2359.19,875.87,40.6,390.23,445.03,863.27,12.6,0,34,30,3,1,33,10,16,7,32,1,0,0.83,0.17,0.21
"100",385.95,59.54,4631.76,132.01,2634.81,1864.95,468.04,12,149.01,307.02,468.04,0,0,12,8,3,1,11,2,6,3,11,0,0,0.91,0.09,0.1
"100",95.72,191.63,3886.1,673.33,1153.61,2059.16,1071.2,66.18,356.46,648.56,842.63,147.78,80.79,40.6,38.57,1.01,1.01,37.55,12.18,18.27,7.1,34.51,2.03,1.01,0.76,0.21,0.28
"100",480.82,29.51,4808.58,116.01,2219.57,2472.99,291.62,11.4,119.21,161.01,291.62,0,0,10,5,4,1,10,3,5,2,10,0,0,0.94,0.06,0.06
"117",465.78,49.79,4658.17,241.42,2630.41,1786.34,442.03,3,110.41,328.63,442.03,0,0,10,5,4,1,9,1,4,4,9,0,0,0.91,0.09,0.09
"117",103.96,89.8,4262.73,1109.09,1275.3,1878.35,837.47,83.01,514.04,240.42,837.47,0,0,41,36,4,1,40,15,22,3,40,0,0,0.84,0.16,0.2
"117",144.07,134.87,4034.32,775.46,1680.93,1577.92,1065.88,17,436.43,612.45,994.08,71.81,0,28,25,2,1,27,3,17,7,25,2,0,0.79,0.21,0.26
"117",96.36,135.04,3854.5,634.45,3220.05,0,1245.7,50.8,673.65,521.24,1245.7,0,0,40,34,6,0,40,8,26,6,40,0,0,0.76,0.24,0.32
"117",448.73,13.63,4936.39,116.41,1917.95,2902.03,163.81,35,128.81,0,163.81,0,0,11,8,2,1,10,5,5,0,10,0,0,0.97,0.03,0.03
"117",450.73,11.98,4958.39,778.06,686.85,3493.47,141.81,38.4,23,80.41,141.81,0,0,11,9,1,1,10,8,1,1,10,0,0,0.97,0.03,0.03
"291",136.79,52.85,4514.55,1163.29,3351.26,0,585.65,66.41,381.03,138.21,585.65,0,0,33,30,3,0,32,14,16,2,32,0,0,0.89,0.11,0.13
"291",487.78,30.68,4878.18,203.82,562.84,4111.52,222.02,13,113.21,95.81,222.02,0,0,10,8,1,1,9,3,5,1,9,0,0,0.96,0.04,0.05
"291",127.93,276.21,3455.28,760.44,2694.85,0,1599.5,36.01,237.87,1325.62,1211.58,387.92,0,27.01,24.01,3,0,26.01,7,10,9,22.01,4,0,0.68,0.31,0.46
"291",58.87,90.94,4014.81,2164.37,1850.44,0,1084.99,179.93,745.99,159.07,1084.99,0,0,68.2,63.19,5.01,0,67.2,29.09,35.1,3.01,67.2,0,0,0.79,0.21,0.27
"291",549.93,12.9,4949.79,117.81,428.03,4403.95,150.41,37.6,32.6,80.21,150.41,0,0,9,7,1,1,9,6,2,1,9,0,0,0.97,0.03,0.03
"291",1010.52,4.66,5053,168.41,1375.11,3509.48,47.2,6.8,40.4,0,47.2,0,0,5,3,1,1,4,2,2,0,4,0,0,0.99,0.01,0.01
"107",89.73,112.94,3948.31,1432.91,2515.4,0,1151.89,86.41,580.65,484.84,1151.89,0,0,44,41,3,0,43,17,20,6,43,0,0,0.77,0.23,0.29
"107",362.46,49.26,4712.37,226.82,796.86,3688.69,387.83,14.6,119.41,253.82,385.03,2.8,0,13,9,2,2,12,5,5,2,11,1,0,0.92,0.08,0.08
"107",329.96,14.5,4949.79,381.03,2254.18,2314.58,150.01,37.6,112.41,0,150.01,0,0,15,11,3,1,14,8,6,0,14,0,0,0.97,0.03,0.03
"107",230.62,76.52,4382.14,521.64,1956.95,1903.55,718.06,9.8,261.42,446.84,718.06,0,0,19,16,2,1,18,1,12,5,18,0,0,0.86,0.14,0.16
"107",75.53,221.54,3474.67,900.47,548.84,2025.36,1625.53,73.61,521.84,1030.08,1602.73,22.8,0,46,43,2,1,45,13,21,11,44,1,0,0.68,0.32,0.47
"107",287.44,18.73,4886.78,723.06,626.85,3536.88,213.42,41.2,120.01,52.2,213.42,0,0,17,14,2,1,16,7,8,1,16,0,0,0.96,0.04,0.04
"307",73.69,153.19,3684.69,1173.49,2511.2,0,1415.51,122.01,524.84,768.66,1415.51,0,0,50,46,4,0,50,20,21,9,50,0,0,0.72,0.28,0.38
"307",150.11,90.92,4353.54,951.47,1660.53,1741.54,746.66,35.4,452.84,258.42,700.85,45.8,0,29,26,2,1,28,7,17,4,27,1,0,0.85,0.15,0.17
"307",194.63,84.9,4282.14,1071.28,3210.85,0,818.06,33,292.62,492.44,818.06,0,0,22,17,5,0,21,5,10,6,21,0,0,0.84,0.16,0.19
"307",93.52,204.81,3554.08,1093.09,2460.99,0,1546.12,56.2,370.43,1119.49,1491.72,54.4,0,38,34,4,0,38,14,13,11,35,3,0,0.7,0.3,0.44
"307",299.98,18.65,4799.98,456.04,4343.94,0,200.82,33.8,167.01,0,200.82,0,0,16,12,4,0,15,7,8,0,15,0,0,0.94,0.04,0.04
"147",238.46,30.9,4769.57,272.22,1083.48,3413.87,330.63,48,282.62,0,330.63,0,0,20,16,3,1,19,8,11,0,19,0,0,0.94,0.06,0.07
"147",145.44,83.88,4218.13,819.86,3398.27,0,882.07,50.6,357.63,473.84,882.07,0,0,29,24,5,0,29,9,14,6,29,0,0,0.83,0.17,0.21
"147",391.43,44.53,4697.57,456.04,2364.79,1876.75,402.63,30.8,62.6,309.22,402.63,0,0,12,7,4,1,11,5,4,2,11,0,0,0.92,0.08,0.09
"147",108.27,191.27,3789.7,943.87,2845.82,0,1310.1,30.6,383.43,896.07,1176.89,133.21,0,35,27,8,0,34,8,14,12,32,2,0,0.74,0.26,0.35
"147",5099.4,0,5099.8,0,0,5099.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"147",327.69,15.05,4915.79,716.86,0,4198.93,184.01,36.2,147.81,0,184.01,0,0,15,14,0,1,15,7,8,0,15,0,0,0.96,0.04,0.04
"274",75.91,125.73,3947.71,1400.91,529.44,2017.36,1152.49,74.21,668.45,409.83,1152.49,0,0,52,49,2,1,51,17,28,6,51,0,0,0.77,0.23,0.29
"274",569.9,57.42,4559.56,205.82,1594.33,2759.42,540.64,6.6,86.21,447.84,540.64,0,0,8,3,4,1,7,1,3,3,7,0,0,0.89,0.11,0.12
"274",105.19,127.98,3997.51,888.47,3109.04,0,1102.69,31.6,471.04,600.05,1058.88,43.8,0,38,33,5,0,37,7,21,9,36,1,0,0.78,0.22,0.28
"274",240.66,54.46,4572.96,481.84,4091.12,0,527.24,53.8,177.61,295.82,527.24,0,0,19,13,6,0,18,7,7,4,18,0,0,0.9,0.1,0.12
"274",2510,10.73,5020.39,38.2,0,4982.19,79.81,0,11.8,68.01,79.81,0,0,2,1,0,1,2,0,1,1,2,0,0,0.98,0.02,0.02
"274",719.89,5.34,5039.6,83.81,1727.94,3227.85,60.6,11.4,49.2,0,60.6,0,0,7,4,2,1,6,4,2,0,6,0,0,0.99,0.01,0.01
"270",103.49,125.25,3933.11,1095.09,1259.3,1578.72,1167.09,67.61,453.64,645.85,1167.09,0,0,38,34,3,1,37,12,17,8,37,0,0,0.77,0.23,0.3
"270",833.93,7.91,5003.99,6.4,2048.76,2948.83,96.21,7.2,34.2,54.8,96.21,0,0,6,2,3,1,5,2,2,1,5,0,0,0.98,0.02,0.02
"270",541.82,18.43,4876.78,255.02,0,4621.76,223.42,12.8,210.62,0,223.42,0,0,9,8,0,1,9,2,7,0,9,0,0,0.96,0.04,0.05
"270",1687.93,4.53,5064.2,99.21,0,4964.99,35.6,0,35.6,0,35.6,0,0,3,2,0,1,2,0,2,0,2,0,0,0.99,0.01,0.01
"270",23.83,575.51,2049.96,1778.74,271.22,0,3050.24,157.61,1039.28,1853.35,1651.73,1398.51,0,86.01,85.01,1,0,85.01,28,38,19,70.01,15,0,0.4,0.6,1.49
"270",496.56,10.74,4965.99,296.22,2519.4,2150.37,134.21,15,65.81,53.4,134.21,0,0,10,4,5,1,9,4,4,1,9,0,0,0.97,0.03,0.03
"350",129.06,70.02,4388.34,1163.69,929.27,2295.38,711.86,61.6,455.84,194.42,711.86,0,0,34,30,3,1,33,12,18,3,33,0,0,0.86,0.14,0.16
"350",126.59,139.54,4177.93,844.27,3333.66,0,922.27,40.2,548.64,333.43,770.46,151.81,0,33,29,4,0,33,8,20,5,31,2,0,0.82,0.18,0.22
"350",48.78,128.84,3756.09,2875.83,880.27,0,1344.11,194.22,646.85,503.04,1344.11,0,0,77.01,74.01,3,0,77.01,39,32,6,77.01,0,0,0.74,0.26,0.36
"350",185.47,157.57,4080.72,401.43,3679.29,0,1019.48,32.2,199.02,788.26,804.26,215.22,0,22,17,5,0,23,7,8,8,20,3,0,0.8,0.2,0.25
"350",108.53,117.98,4015.91,989.88,1018.68,2007.36,1084.29,34,476.04,574.25,1084.29,0,0,37,34,2,1,36,8,19,9,36,0,0,0.79,0.21,0.27
"350",112.43,186.38,3827.55,996.89,1197.15,1633.51,1245.01,43.46,409.33,792.23,845.89,399.12,0,34.04,30.04,3,1,32.04,8.01,15.02,9.01,27.03,5.01,0,0.75,0.24,0.33
"209",157.61,32.98,4728.57,537.04,2148.37,2043.16,371.63,62.4,309.22,0,371.63,0,0,30,23,6,1,29,14,15,0,29,0,0,0.93,0.07,0.08
"209",194.48,39.5,4667.97,333.63,2722.41,1611.93,432.23,43.4,333.43,55.4,432.23,0,0,24,20,3,1,23,9,13,1,23,0,0,0.92,0.08,0.09
"209",279.61,35.19,4754.52,402.49,2848.07,1503.95,345.68,29.21,169.84,146.63,345.68,0,0,17,11,5,1,16,7,7,2,16,0,0,0.93,0.07,0.07
"209",325.56,25.07,4883.78,211.42,2109.57,2562.8,216.02,41.4,124.21,50.4,216.02,0,0,15,11,3,1,15,9,5,1,15,0,0,0.96,0.04,0.04
"209",1696.4,0.48,5089.6,0,894.07,4195.53,10.6,10.6,0,0,10.6,0,0,3,0,2,1,2,2,0,0,2,0,0,1,0,0
"209",553.47,9.4,4982.18,123.22,1195.43,3663.52,118.02,21.8,96.22,0,118.02,0,0,9,6,2,1,8,4,4,0,8,0,0,0.98,0.02,0.02
"114",131.73,102.66,4215.73,794.26,3421.47,0,884.47,76.01,337.03,471.44,884.47,0,0,32,27,5,0,32,13,13,6,32,0,0,0.83,0.17,0.21
"114",234.14,48.5,4683.17,748.46,2202.97,1731.74,416.63,31.8,255.62,129.21,287.42,129.21,0,20,16,3,1,19,7,11,1,18,1,0,0.92,0.08,0.09
"114",209.7,94.89,4404.15,611.25,2005.96,1786.94,696.05,12.8,320.63,362.63,652.85,43.2,0,21,18,2,1,20,4,12,4,18,2,0,0.86,0.14,0.16
"114",251.76,58.71,4531.96,530.64,772.86,3228.45,568.24,25,267.42,275.82,568.24,0,0,18,15,2,1,17,3,10,4,17,0,0,0.89,0.11,0.13
"114",449.65,13.52,4946.59,60.4,2852.02,2034.16,153.61,14.2,139.41,0,153.61,0,0,11,6,4,1,10,5,5,0,10,0,0,0.97,0.03,0.03
"114",1697.87,0.49,5094,140.41,642.25,4311.34,6.2,6.2,0,0,6.2,0,0,3,1,1,1,2,2,0,0,2,0,0,1,0,0
"263",43.27,343.65,2769.62,1690.73,1078.88,0,2330.58,71.41,795.66,1463.51,2019.96,310.62,0,64.01,63,1,0,63,15,31,17,58,5,0,0.54,0.46,0.84
"263",68.05,239.25,3538.68,1273.3,2265.38,0,1561.52,87.81,732.26,741.46,1381.31,180.21,0,52,48,4,0,51,15,28,8,44,7,0,0.69,0.31,0.44
"263",71.34,390.71,3139.05,1070.48,2068.56,0,1949.75,42.8,567.84,1339.11,988.28,961.48,0,44,41,3,0,43,9,22,12,35,8,0,0.62,0.38,0.62
"263",117.25,157.51,3998.99,748.32,536.06,2714.61,1101.21,49.95,625.54,425.72,1048.25,52.96,0,34.11,31.1,2.01,1,34.11,8.02,21.07,5.02,31.1,3.01,0,0.78,0.22,0.28
"263",1245.95,17.5,4984.19,180.01,0,4804.18,116.01,0,116.01,0,69.01,47,0,4,3,0,1,4,0,4,0,3,1,0,0.98,0.02,0.02
"263",151.31,79.06,4539.56,560.04,3979.51,0,560.64,100.01,191.01,269.62,557.44,3.2,0,30,22,8,0,30,18,9,3,29,1,0,0.89,0.11,0.12
"252",170.72,126.88,4097.72,540.24,3557.48,0,1002.48,24.8,275.42,702.26,932.47,70.01,0,24,21,3,0,24,6,11,7,23,1,0,0.8,0.2,0.24
"252",94.06,125.34,3950.71,1051.08,1386.11,1513.52,1149.49,93.41,457.84,598.25,1149.49,0,0,42,38,3,1,41,17,17,7,41,0,0,0.77,0.23,0.29
"252",83.88,161.48,3775.1,1383.11,2391.99,0,1325.1,70.41,613.45,641.25,1325.1,0,0,45,42,3,0,45,12,24,9,45,0,0,0.74,0.26,0.35
"252",88.86,191.77,3910.31,1201.09,956.88,1752.34,1189.49,111.81,428.83,648.85,829.67,359.83,0,44,42,1,1,44,19,18,7,40,4,0,0.77,0.23,0.3
"252",1695.47,0.71,5086.8,139.01,0,4947.79,8.6,8.6,0,0,8.6,0,0,3,2,0,1,2,2,0,0,2,0,0,1,0,0
"252",614,19.69,4912.39,184.81,2798.42,1929.15,187.81,11.2,118.61,58,170.41,17.4,0,8,5,2,1,7,2,4,1,6,1,0,0.96,0.04,0.04
"252",534.93,27.32,4814.78,183.21,2886.43,1745.14,280.42,17.2,92.41,170.81,280.42,0,0,9,5,3,1,8,3,3,2,8,0,0,0.94,0.05,0.06
"58",236.32,75.2,4490.35,274.02,4216.33,0,609.45,15.6,363.43,230.42,572.44,37,0,19,14,5,0,19,4,12,3,18,1,0,0.88,0.12,0.14
"58",266.27,51.74,4526.96,413.23,878.67,3235.05,573.24,22.6,300.42,250.22,573.24,0,0,17,15,1,1,16,3,10,3,16,0,0,0.89,0.11,0.13
"58",272.19,56.08,4627.56,291.62,2375.59,1960.35,472.64,29.2,171.21,272.22,472.64,0,0,17,12,4,1,17,5,8,4,17,0,0,0.91,0.09,0.1
"58",190.72,99.8,4198.76,638.05,1937.97,1622.75,901.04,26.02,247.98,627.04,901.04,0,0,22.02,18.01,3,1,22.02,5,10.01,7,22.02,0,0,0.82,0.18,0.21
"58",21.33,1678.01,981.28,981.28,0,0,4118.92,26,405.63,3687.29,754.46,984.08,2380.39,46,46,0,0,46,5,16,25,23,11,12,0.19,0.81,4.2
"58",229.21,223.22,3896.91,453.44,1312.5,2130.97,1203.29,21.4,284.02,897.87,470.84,732.46,0,17,14,2,1,16,3,9,4,14,2,0,0.76,0.24,0.31
"348",439.93,26.2,4839.58,508.44,1840.54,2490.6,260.22,12,186.41,61.8,260.22,0,0,11,8,2,1,11,2,8,1,11,0,0,0.95,0.05,0.05
"348",496.78,10.99,4968.19,322.03,647.45,3998.71,132.01,20.2,111.81,0,132.01,0,0,10,7,2,1,9,5,4,0,9,0,0,0.97,0.03,0.03
"348",94.64,59.72,4448.55,1280.1,3168.45,0,641.65,115.01,402.43,124.21,641.65,0,0,47,39,8,0,46,26,18,2,46,0,0,0.87,0.13,0.14
"348",248.13,38.38,4714.77,644.45,2177.17,1893.15,385.43,47.6,223.02,114.81,385.43,0,0,19,15,3,1,19,7,10,2,19,0,0,0.92,0.08,0.08
